,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Duty
101,75.0,59.0,84.0,75.0,80.0,73.0,68.0,81.0,85.0,78.0,73.0,76.0,87.0,82.0,84.0,76.0,93.0,77.0,86.0,88.0,86.0,86.0,76.0,63.0,84.0,83.0,86.0,90.0,11.0,11.0,14.0,8.0,11.0,2
102,57.0,94.0,76.0,60.0,60.0,52.0,76.0,70.0,68.0,60.0,65.0,46.0,85.0,36.0,92.0,45.0,61.0,83.0,82.0,72.0,83.0,53.0,59.0,60.0,84.0,86.0,88.0,85.0,14.0,10.0,14.0,8.0,14.0,1
103,64.0,68.0,83.0,72.0,78.0,65.0,52.0,77.0,79.0,79.0,77.0,83.0,84.0,79.0,78.0,84.0,94.0,76.0,70.0,86.0,86.0,72.0,76.0,56.0,82.0,85.0,84.0,86.0,8.0,11.0,5.0,10.0,14.0,2
104,43.0,80.0,70.0,51.0,67.0,32.0,39.0,69.0,73.0,66.0,69.0,61.0,81.0,57.0,70.0,82.0,65.0,79.0,41.0,83.0,85.0,43.0,58.0,49.0,81.0,90.0,90.0,85.0,12.0,6.0,10.0,13.0,12.0,1
105,81.0,80.0,83.0,82.0,83.0,79.0,73.0,62.0,86.0,76.0,76.0,76.0,83.0,66.0,81.0,73.0,75.0,80.0,75.0,65.0,22.0,86.0,85.0,82.0,79.0,47.0,15.0,12.0,13.0,11.0,5.0,5.0,7.0,3
106,59.0,72.0,80.0,56.0,77.0,74.0,75.0,77.0,83.0,76.0,75.0,75.0,85.0,62.0,71.0,71.0,89.0,74.0,60.0,81.0,84.0,71.0,70.0,65.0,88.0,78.0,84.0,86.0,11.0,15.0,9.0,9.0,5.0,1
107,45.0,84.0,73.0,46.0,63.0,61.0,52.0,66.0,70.0,52.0,59.0,57.0,87.0,41.0,75.0,72.0,66.0,87.0,55.0,87.0,82.0,41.0,59.0,63.0,81.0,87.0,85.0,84.0,10.0,9.0,5.0,8.0,6.0,1
108,46.0,80.0,70.0,23.0,58.0,44.0,47.0,61.0,62.0,65.0,70.0,63.0,83.0,49.0,63.0,76.0,60.0,86.0,56.0,94.0,85.0,40.0,48.0,57.0,79.0,86.0,85.0,82.0,8.0,15.0,5.0,9.0,10.0,1
109,86.0,83.0,79.0,86.0,79.0,82.0,82.0,73.0,84.0,58.0,59.0,75.0,82.0,39.0,90.0,68.0,61.0,86.0,82.0,84.0,20.0,85.0,79.0,89.0,90.0,28.0,37.0,24.0,13.0,15.0,10.0,9.0,12.0,3
110,40.0,80.0,77.0,28.0,63.0,30.0,27.0,67.0,73.0,72.0,79.0,60.0,80.0,55.0,66.0,73.0,76.0,83.0,44.0,87.0,82.0,34.0,49.0,44.0,75.0,84.0,85.0,88.0,9.0,7.0,10.0,6.0,15.0,1
111,37.0,81.0,68.0,30.0,47.0,36.0,44.0,58.0,56.0,69.0,70.0,56.0,76.0,43.0,72.0,92.0,67.0,85.0,48.0,89.0,85.0,24.0,27.0,38.0,73.0,88.0,86.0,87.0,9.0,11.0,7.0,10.0,15.0,1
112,65.0,74.0,83.0,67.0,82.0,87.0,79.0,86.0,82.0,84.0,85.0,73.0,83.0,70.0,80.0,81.0,92.0,68.0,75.0,78.0,80.0,76.0,74.0,68.0,80.0,80.0,81.0,79.0,13.0,8.0,12.0,11.0,14.0,1
113,45.0,85.0,76.0,40.0,59.0,61.0,69.0,78.0,73.0,62.0,66.0,45.0,83.0,55.0,68.0,75.0,67.0,82.0,47.0,75.0,85.0,54.0,57.0,44.0,77.0,85.0,86.0,87.0,10.0,11.0,5.0,14.0,5.0,1
114,73.0,58.0,85.0,84.0,83.0,85.0,81.0,82.0,85.0,79.0,76.0,77.0,84.0,78.0,87.0,72.0,89.0,67.0,88.0,65.0,70.0,79.0,86.0,81.0,83.0,63.0,66.0,53.0,12.0,14.0,15.0,8.0,14.0,2
115,20.0,86.0,78.0,31.0,42.0,28.0,30.0,63.0,63.0,52.0,84.0,33.0,79.0,33.0,77.0,38.0,65.0,94.0,62.0,82.0,82.0,26.0,30.0,32.0,72.0,82.0,85.0,83.0,15.0,7.0,14.0,7.0,15.0,1
116,84.0,69.0,77.0,74.0,87.0,84.0,54.0,60.0,86.0,88.0,89.0,85.0,81.0,81.0,84.0,74.0,75.0,75.0,80.0,58.0,42.0,83.0,73.0,81.0,79.0,38.0,39.0,36.0,9.0,8.0,8.0,15.0,11.0,3
117,83.0,77.0,85.0,79.0,83.0,75.0,68.0,80.0,85.0,73.0,76.0,76.0,85.0,62.0,78.0,67.0,90.0,71.0,80.0,84.0,74.0,86.0,85.0,74.0,86.0,70.0,70.0,63.0,7.0,6.0,9.0,11.0,8.0,2
118,66.0,75.0,83.0,47.0,76.0,71.0,53.0,78.0,82.0,69.0,72.0,69.0,83.0,67.0,78.0,75.0,92.0,79.0,65.0,85.0,84.0,70.0,75.0,91.0,84.0,83.0,86.0,84.0,13.0,12.0,6.0,8.0,8.0,2
119,33.0,80.0,81.0,31.0,59.0,49.0,32.0,78.0,76.0,73.0,76.0,69.0,81.0,68.0,53.0,86.0,75.0,74.0,35.0,80.0,84.0,46.0,51.0,31.0,79.0,85.0,87.0,87.0,6.0,6.0,12.0,10.0,13.0,2
120,52.0,73.0,84.0,50.0,80.0,79.0,50.0,86.0,79.0,49.0,53.0,51.0,75.0,51.0,59.0,69.0,84.0,90.0,55.0,75.0,84.0,64.0,83.0,60.0,89.0,84.0,85.0,68.0,6.0,6.0,5.0,14.0,14.0,2
121,57.0,56.0,89.0,71.0,82.0,75.0,76.0,87.0,85.0,75.0,69.0,80.0,83.0,73.0,71.0,58.0,79.0,66.0,62.0,79.0,78.0,72.0,87.0,84.0,79.0,63.0,78.0,70.0,14.0,7.0,13.0,14.0,8.0,2
122,81.0,75.0,83.0,74.0,85.0,86.0,72.0,76.0,86.0,87.0,80.0,86.0,83.0,71.0,83.0,76.0,83.0,66.0,82.0,56.0,42.0,83.0,80.0,74.0,82.0,46.0,29.0,31.0,8.0,11.0,14.0,10.0,9.0,2
123,41.0,70.0,81.0,34.0,76.0,72.0,47.0,71.0,83.0,79.0,84.0,81.0,82.0,79.0,64.0,76.0,84.0,74.0,36.0,81.0,83.0,61.0,57.0,45.0,77.0,83.0,83.0,85.0,13.0,13.0,15.0,9.0,15.0,1
124,79.0,65.0,80.0,74.0,85.0,85.0,88.0,74.0,85.0,87.0,87.0,82.0,79.0,79.0,87.0,74.0,79.0,80.0,81.0,76.0,28.0,83.0,82.0,75.0,79.0,29.0,31.0,20.0,8.0,14.0,6.0,12.0,10.0,3
125,85.0,65.0,79.0,79.0,88.0,81.0,70.0,64.0,85.0,88.0,87.0,82.0,84.0,76.0,86.0,63.0,85.0,63.0,88.0,60.0,39.0,85.0,80.0,71.0,82.0,48.0,34.0,33.0,11.0,13.0,13.0,6.0,10.0,2
126,18.0,16.0,32.0,13.0,15.0,15.0,14.0,31.0,21.0,63.0,64.0,67.0,84.0,62.0,20.0,82.0,36.0,73.0,18.0,43.0,25.0,9.0,48.0,16.0,65.0,13.0,15.0,13.0,86.0,80.0,75.0,81.0,88.0,0
127,25.0,80.0,71.0,27.0,63.0,45.0,16.0,71.0,71.0,67.0,69.0,61.0,80.0,59.0,65.0,76.0,66.0,80.0,60.0,78.0,87.0,32.0,59.0,41.0,82.0,88.0,87.0,83.0,8.0,10.0,7.0,14.0,13.0,1
128,11.0,12.0,33.0,19.0,19.0,15.0,13.0,31.0,23.0,57.0,56.0,70.0,79.0,30.0,23.0,75.0,30.0,52.0,17.0,25.0,19.0,12.0,44.0,21.0,65.0,20.0,12.0,19.0,81.0,85.0,71.0,79.0,90.0,0
129,67.0,58.0,80.0,70.0,90.0,78.0,69.0,69.0,85.0,89.0,93.0,91.0,80.0,82.0,84.0,75.0,78.0,61.0,80.0,78.0,62.0,78.0,76.0,65.0,80.0,63.0,70.0,74.0,5.0,5.0,13.0,6.0,9.0,2
130,88.0,78.0,79.0,83.0,86.0,80.0,76.0,64.0,85.0,85.0,78.0,87.0,85.0,74.0,79.0,68.0,75.0,60.0,82.0,63.0,39.0,86.0,75.0,82.0,85.0,39.0,21.0,18.0,12.0,16.0,9.0,12.0,13.0,3
131,9.0,13.0,45.0,10.0,16.0,9.0,8.0,40.0,22.0,46.0,52.0,52.0,80.0,44.0,23.0,73.0,43.0,68.0,14.0,28.0,22.0,7.0,54.0,23.0,66.0,27.0,15.0,18.0,84.0,82.0,75.0,85.0,82.0,0
132,64.0,74.0,84.0,73.0,80.0,72.0,67.0,83.0,79.0,52.0,59.0,44.0,83.0,50.0,83.0,67.0,84.0,85.0,75.0,80.0,86.0,69.0,73.0,64.0,84.0,83.0,84.0,75.0,7.0,15.0,12.0,14.0,9.0,2
133,11.0,11.0,15.0,9.0,10.0,11.0,15.0,20.0,20.0,38.0,44.0,43.0,83.0,39.0,14.0,69.0,34.0,55.0,14.0,31.0,18.0,9.0,53.0,20.0,48.0,10.0,10.0,13.0,85.0,79.0,68.0,82.0,88.0,0
134,72.0,51.0,86.0,58.0,78.0,76.0,68.0,82.0,83.0,66.0,57.0,71.0,84.0,75.0,69.0,63.0,77.0,68.0,76.0,76.0,87.0,79.0,86.0,50.0,79.0,69.0,83.0,80.0,15.0,7.0,11.0,14.0,12.0,2
135,51.0,74.0,78.0,57.0,79.0,76.0,71.0,67.0,78.0,86.0,93.0,67.0,83.0,72.0,86.0,83.0,89.0,75.0,69.0,78.0,81.0,67.0,69.0,63.0,75.0,78.0,84.0,83.0,12.0,6.0,16.0,15.0,8.0,1
136,73.0,50.0,88.0,75.0,85.0,81.0,74.0,83.0,86.0,67.0,68.0,78.0,85.0,78.0,77.0,61.0,69.0,72.0,73.0,70.0,77.0,79.0,86.0,76.0,87.0,73.0,68.0,64.0,11.0,14.0,5.0,5.0,13.0,2
137,78.0,65.0,80.0,84.0,82.0,73.0,65.0,51.0,85.0,88.0,89.0,85.0,82.0,80.0,78.0,73.0,91.0,55.0,80.0,54.0,40.0,88.0,78.0,62.0,79.0,64.0,32.0,32.0,8.0,5.0,14.0,11.0,11.0,2
138,72.0,51.0,82.0,77.0,86.0,84.0,82.0,79.0,85.0,85.0,84.0,92.0,80.0,77.0,83.0,72.0,73.0,60.0,77.0,73.0,38.0,82.0,82.0,73.0,82.0,35.0,59.0,56.0,10.0,7.0,11.0,12.0,11.0,2
139,84.0,90.0,75.0,86.0,76.0,64.0,49.0,67.0,77.0,67.0,73.0,67.0,86.0,53.0,80.0,85.0,83.0,85.0,60.0,88.0,66.0,90.0,74.0,76.0,80.0,59.0,64.0,64.0,10.0,8.0,5.0,8.0,15.0,3
140,77.0,31.0,80.0,59.0,88.0,82.0,83.0,77.0,84.0,91.0,86.0,89.0,82.0,79.0,79.0,41.0,85.0,60.0,81.0,44.0,55.0,80.0,83.0,70.0,79.0,43.0,57.0,51.0,14.0,12.0,13.0,7.0,13.0,3
141,14.0,13.0,39.0,15.0,15.0,23.0,22.0,39.0,14.0,59.0,54.0,62.0,79.0,58.0,24.0,73.0,41.0,73.0,13.0,20.0,22.0,12.0,46.0,15.0,64.0,24.0,15.0,14.0,85.0,83.0,77.0,82.0,84.0,0
142,66.0,49.0,88.0,65.0,84.0,83.0,81.0,87.0,86.0,68.0,64.0,79.0,77.0,83.0,74.0,57.0,74.0,67.0,78.0,73.0,76.0,75.0,88.0,78.0,80.0,75.0,69.0,64.0,13.0,8.0,7.0,7.0,10.0,2
143,71.0,80.0,89.0,77.0,78.0,69.0,68.0,79.0,84.0,67.0,74.0,78.0,84.0,60.0,78.0,76.0,86.0,82.0,74.0,82.0,80.0,75.0,79.0,81.0,89.0,80.0,79.0,85.0,5.0,7.0,7.0,10.0,7.0,2
144,78.0,59.0,84.0,77.0,86.0,90.0,84.0,80.0,90.0,75.0,72.0,79.0,75.0,80.0,80.0,48.0,73.0,72.0,82.0,57.0,37.0,79.0,87.0,74.0,82.0,32.0,36.0,39.0,11.0,15.0,9.0,14.0,12.0,2
145,88.0,84.0,76.0,85.0,84.0,85.0,77.0,75.0,88.0,65.0,64.0,77.0,85.0,69.0,84.0,69.0,66.0,63.0,85.0,61.0,34.0,87.0,83.0,84.0,87.0,31.0,36.0,25.0,12.0,11.0,7.0,8.0,5.0,3
146,44.0,85.0,60.0,46.0,58.0,29.0,35.0,51.0,58.0,64.0,73.0,60.0,81.0,64.0,77.0,86.0,69.0,86.0,48.0,88.0,77.0,49.0,45.0,24.0,82.0,85.0,87.0,85.0,6.0,8.0,5.0,12.0,5.0,1
147,11.0,12.0,33.0,13.0,12.0,17.0,12.0,34.0,15.0,45.0,50.0,51.0,78.0,55.0,21.0,72.0,37.0,76.0,11.0,31.0,25.0,12.0,49.0,25.0,66.0,13.0,12.0,11.0,82.0,84.0,77.0,85.0,82.0,0
148,86.0,89.0,79.0,84.0,75.0,83.0,73.0,58.0,82.0,69.0,66.0,76.0,85.0,75.0,79.0,91.0,68.0,75.0,80.0,75.0,41.0,88.0,70.0,81.0,87.0,39.0,42.0,19.0,10.0,13.0,6.0,9.0,5.0,3
149,12.0,16.0,44.0,15.0,12.0,13.0,15.0,46.0,40.0,59.0,60.0,62.0,81.0,47.0,36.0,60.0,34.0,64.0,14.0,35.0,20.0,13.0,59.0,26.0,67.0,14.0,14.0,13.0,82.0,77.0,82.0,80.0,88.0,0
150,27.0,77.0,74.0,31.0,59.0,53.0,45.0,72.0,71.0,54.0,53.0,53.0,82.0,56.0,65.0,77.0,55.0,82.0,53.0,81.0,86.0,30.0,57.0,37.0,75.0,89.0,87.0,85.0,8.0,6.0,5.0,9.0,8.0,1
151,76.0,38.0,82.0,72.0,89.0,79.0,79.0,74.0,87.0,94.0,86.0,92.0,83.0,94.0,76.0,70.0,75.0,48.0,79.0,56.0,40.0,81.0,85.0,72.0,84.0,50.0,30.0,34.0,8.0,11.0,12.0,9.0,6.0,3
152,21.0,72.0,65.0,35.0,64.0,50.0,31.0,65.0,65.0,61.0,77.0,52.0,80.0,64.0,54.0,81.0,53.0,83.0,39.0,66.0,90.0,28.0,62.0,60.0,88.0,94.0,90.0,82.0,4.0,2.0,4.0,2.0,4.0,1
153,67.0,41.0,79.0,80.0,89.0,94.0,73.0,75.0,88.0,84.0,82.0,91.0,78.0,84.0,79.0,63.0,65.0,55.0,80.0,74.0,24.0,78.0,84.0,74.0,80.0,29.0,17.0,13.0,12.0,14.0,10.0,5.0,15.0,2
154,85.0,51.0,82.0,86.0,89.0,90.0,81.0,71.0,88.0,83.0,76.0,87.0,85.0,90.0,86.0,60.0,64.0,67.0,86.0,47.0,37.0,84.0,80.0,78.0,85.0,30.0,26.0,26.0,10.0,8.0,11.0,5.0,15.0,2
155,78.0,43.0,78.0,76.0,90.0,78.0,64.0,70.0,83.0,93.0,92.0,90.0,82.0,85.0,83.0,59.0,73.0,46.0,70.0,54.0,36.0,79.0,84.0,75.0,75.0,42.0,30.0,33.0,6.0,6.0,14.0,10.0,13.0,3
156,84.0,74.0,76.0,72.0,86.0,76.0,54.0,66.0,85.0,87.0,85.0,92.0,86.0,91.0,78.0,77.0,84.0,68.0,73.0,73.0,32.0,88.0,77.0,78.0,82.0,53.0,23.0,19.0,13.0,8.0,6.0,6.0,15.0,3
157,74.0,64.0,83.0,76.0,85.0,86.0,78.0,82.0,83.0,88.0,87.0,85.0,84.0,76.0,82.0,64.0,86.0,70.0,78.0,62.0,40.0,82.0,83.0,77.0,81.0,24.0,35.0,33.0,12.0,12.0,13.0,15.0,13.0,3
158,38.0,83.0,74.0,44.0,56.0,45.0,49.0,61.0,70.0,83.0,78.0,77.0,85.0,68.0,53.0,69.0,76.0,73.0,41.0,88.0,84.0,38.0,42.0,56.0,71.0,85.0,87.0,82.0,16.0,15.0,13.0,15.0,10.0,1
159,85.0,83.0,73.0,82.0,75.0,59.0,67.0,47.0,74.0,79.0,83.0,55.0,84.0,55.0,85.0,84.0,56.0,87.0,82.0,65.0,32.0,83.0,58.0,77.0,79.0,26.0,27.0,24.0,8.0,11.0,20.0,19.0,20.0,3
160,31.0,79.0,79.0,33.0,58.0,50.0,32.0,75.0,78.0,75.0,78.0,74.0,79.0,65.0,55.0,77.0,80.0,84.0,39.0,85.0,83.0,39.0,60.0,50.0,80.0,80.0,83.0,83.0,7.0,8.0,14.0,15.0,9.0,1
161,74.0,42.0,88.0,71.0,88.0,64.0,70.0,78.0,88.0,78.0,60.0,89.0,82.0,90.0,76.0,53.0,82.0,58.0,73.0,78.0,75.0,74.0,81.0,58.0,79.0,68.0,62.0,61.0,7.0,14.0,15.0,14.0,9.0,2
162,75.0,82.0,84.0,62.0,77.0,66.0,73.0,86.0,81.0,75.0,66.0,75.0,83.0,74.0,82.0,90.0,87.0,77.0,81.0,81.0,76.0,79.0,80.0,70.0,74.0,75.0,78.0,71.0,7.0,10.0,14.0,9.0,14.0,2
163,75.0,54.0,84.0,78.0,85.0,85.0,81.0,75.0,86.0,86.0,84.0,87.0,80.0,86.0,79.0,71.0,79.0,63.0,76.0,63.0,66.0,77.0,85.0,68.0,80.0,55.0,59.0,63.0,11.0,15.0,13.0,7.0,14.0,2
164,76.0,52.0,77.0,77.0,88.0,84.0,70.0,63.0,83.0,95.0,93.0,87.0,81.0,84.0,77.0,75.0,76.0,61.0,73.0,36.0,23.0,79.0,75.0,70.0,75.0,29.0,17.0,15.0,5.0,3.0,5.0,3.0,5.0,2
165,20.0,80.0,74.0,24.0,55.0,30.0,27.0,69.0,64.0,64.0,77.0,48.0,82.0,44.0,44.0,72.0,63.0,93.0,25.0,76.0,80.0,27.0,61.0,38.0,75.0,80.0,88.0,84.0,11.0,8.0,7.0,9.0,14.0,1
166,80.0,77.0,81.0,76.0,82.0,86.0,87.0,79.0,84.0,77.0,76.0,76.0,79.0,65.0,84.0,58.0,76.0,72.0,88.0,67.0,58.0,86.0,81.0,71.0,74.0,55.0,62.0,42.0,13.0,11.0,13.0,12.0,10.0,2
167,87.0,76.0,77.0,82.0,83.0,62.0,56.0,55.0,84.0,93.0,93.0,81.0,86.0,76.0,74.0,78.0,83.0,59.0,67.0,63.0,37.0,85.0,61.0,72.0,74.0,39.0,20.0,19.0,9.0,9.0,8.0,15.0,9.0,3
168,69.0,77.0,85.0,72.0,79.0,73.0,59.0,83.0,83.0,73.0,74.0,79.0,83.0,72.0,80.0,73.0,82.0,80.0,79.0,76.0,80.0,76.0,80.0,69.0,82.0,70.0,81.0,75.0,9.0,12.0,9.0,7.0,15.0,2
169,72.0,75.0,84.0,68.0,81.0,76.0,75.0,79.0,83.0,84.0,79.0,76.0,83.0,70.0,77.0,67.0,86.0,70.0,78.0,80.0,83.0,77.0,82.0,60.0,80.0,70.0,79.0,78.0,13.0,8.0,15.0,11.0,9.0,2
170,86.0,60.0,78.0,69.0,84.0,75.0,76.0,73.0,82.0,90.0,91.0,87.0,82.0,79.0,82.0,82.0,83.0,61.0,83.0,60.0,33.0,79.0,81.0,74.0,78.0,36.0,30.0,32.0,10.0,13.0,6.0,7.0,13.0,2
171,68.0,53.0,86.0,77.0,83.0,90.0,78.0,89.0,83.0,76.0,74.0,85.0,82.0,78.0,80.0,38.0,86.0,59.0,75.0,71.0,62.0,75.0,88.0,73.0,83.0,52.0,66.0,36.0,11.0,7.0,11.0,8.0,14.0,2
172,73.0,52.0,83.0,54.0,82.0,82.0,75.0,75.0,83.0,84.0,79.0,79.0,85.0,84.0,82.0,68.0,90.0,57.0,80.0,65.0,44.0,81.0,83.0,56.0,75.0,42.0,50.0,44.0,9.0,16.0,9.0,9.0,7.0,3
173,79.0,53.0,77.0,68.0,88.0,81.0,78.0,71.0,87.0,89.0,87.0,88.0,83.0,71.0,84.0,68.0,74.0,59.0,75.0,61.0,18.0,81.0,71.0,74.0,75.0,58.0,39.0,26.0,9.0,11.0,9.0,10.0,10.0,2
174,83.0,80.0,78.0,79.0,78.0,71.0,56.0,56.0,81.0,77.0,80.0,70.0,82.0,69.0,81.0,72.0,72.0,74.0,77.0,55.0,40.0,83.0,58.0,73.0,72.0,43.0,41.0,41.0,15.0,12.0,7.0,12.0,10.0,3
175,39.0,81.0,74.0,44.0,57.0,32.0,30.0,67.0,62.0,60.0,67.0,52.0,77.0,57.0,46.0,90.0,78.0,86.0,41.0,92.0,81.0,34.0,50.0,47.0,75.0,85.0,85.0,79.0,9.0,11.0,14.0,9.0,7.0,1
176,62.0,42.0,87.0,76.0,88.0,78.0,68.0,82.0,89.0,84.0,74.0,81.0,70.0,85.0,79.0,63.0,82.0,65.0,75.0,77.0,78.0,69.0,88.0,59.0,72.0,69.0,75.0,63.0,9.0,5.0,6.0,7.0,7.0,2
177,11.0,17.0,32.0,18.0,10.0,25.0,19.0,36.0,16.0,34.0,33.0,41.0,79.0,39.0,25.0,71.0,37.0,51.0,14.0,18.0,21.0,15.0,55.0,24.0,63.0,19.0,18.0,16.0,84.0,80.0,76.0,80.0,84.0,0
178,71.0,74.0,86.0,63.0,80.0,80.0,69.0,83.0,83.0,68.0,65.0,76.0,82.0,72.0,81.0,77.0,77.0,63.0,80.0,71.0,69.0,77.0,84.0,65.0,73.0,70.0,73.0,60.0,9.0,14.0,12.0,7.0,8.0,2
179,81.0,46.0,79.0,83.0,87.0,64.0,62.0,68.0,83.0,92.0,90.0,87.0,80.0,88.0,85.0,64.0,68.0,68.0,81.0,63.0,38.0,80.0,74.0,68.0,74.0,45.0,48.0,45.0,14.0,10.0,10.0,9.0,7.0,3
180,19.0,15.0,55.0,20.0,14.0,18.0,16.0,55.0,40.0,53.0,44.0,55.0,83.0,55.0,31.0,72.0,45.0,70.0,13.0,30.0,24.0,18.0,68.0,41.0,69.0,16.0,20.0,12.0,83.0,78.0,88.0,81.0,86.0,0
181,34.0,85.0,72.0,27.0,47.0,34.0,28.0,69.0,68.0,55.0,61.0,61.0,82.0,49.0,43.0,87.0,58.0,77.0,31.0,83.0,84.0,29.0,41.0,37.0,75.0,86.0,83.0,84.0,14.0,13.0,14.0,13.0,12.0,1
182,29.0,83.0,81.0,27.0,69.0,47.0,29.0,74.0,80.0,67.0,71.0,61.0,82.0,59.0,46.0,75.0,79.0,77.0,38.0,79.0,81.0,48.0,67.0,44.0,80.0,85.0,85.0,82.0,7.0,15.0,11.0,10.0,8.0,1
183,70.0,50.0,86.0,72.0,88.0,87.0,80.0,75.0,89.0,83.0,77.0,86.0,78.0,84.0,78.0,50.0,77.0,56.0,87.0,23.0,20.0,76.0,84.0,72.0,76.0,50.0,23.0,18.0,15.0,15.0,9.0,8.0,9.0,3
184,78.0,65.0,84.0,84.0,88.0,78.0,76.0,79.0,89.0,78.0,77.0,80.0,83.0,75.0,86.0,75.0,69.0,66.0,82.0,48.0,66.0,79.0,84.0,63.0,83.0,39.0,64.0,44.0,11.0,13.0,5.0,13.0,8.0,2
185,71.0,44.0,80.0,68.0,90.0,71.0,69.0,74.0,88.0,93.0,89.0,89.0,74.0,88.0,83.0,38.0,72.0,53.0,84.0,67.0,69.0,73.0,79.0,53.0,82.0,47.0,60.0,54.0,12.0,10.0,9.0,5.0,7.0,2
186,78.0,50.0,77.0,70.0,88.0,69.0,74.0,74.0,81.0,94.0,90.0,94.0,76.0,90.0,79.0,77.0,75.0,59.0,76.0,72.0,50.0,80.0,74.0,74.0,80.0,31.0,43.0,51.0,9.0,10.0,14.0,7.0,14.0,2
187,61.0,78.0,82.0,55.0,76.0,48.0,53.0,79.0,78.0,63.0,68.0,58.0,76.0,60.0,76.0,67.0,83.0,89.0,65.0,85.0,84.0,69.0,73.0,52.0,84.0,83.0,84.0,75.0,9.0,7.0,13.0,14.0,15.0,2
188,32.0,82.0,80.0,38.0,55.0,55.0,37.0,61.0,78.0,70.0,79.0,60.0,79.0,68.0,54.0,81.0,78.0,79.0,28.0,78.0,81.0,37.0,53.0,45.0,73.0,75.0,86.0,85.0,12.0,7.0,10.0,15.0,7.0,1
189,13.0,14.0,35.0,14.0,20.0,12.0,15.0,32.0,22.0,45.0,51.0,50.0,80.0,31.0,22.0,64.0,31.0,67.0,17.0,41.0,22.0,15.0,55.0,21.0,20.0,14.0,13.0,12.0,83.0,80.0,83.0,82.0,86.0,0
190,72.0,59.0,85.0,56.0,82.0,65.0,49.0,77.0,80.0,81.0,74.0,82.0,86.0,80.0,70.0,70.0,95.0,77.0,66.0,87.0,86.0,79.0,79.0,53.0,79.0,85.0,85.0,83.0,13.0,13.0,5.0,5.0,8.0,2
191,37.0,80.0,73.0,39.0,65.0,62.0,56.0,77.0,72.0,65.0,55.0,33.0,81.0,35.0,75.0,68.0,81.0,83.0,60.0,73.0,85.0,20.0,65.0,72.0,85.0,87.0,87.0,85.0,11.0,9.0,9.0,13.0,11.0,1
192,63.0,72.0,86.0,50.0,78.0,74.0,60.0,78.0,83.0,78.0,79.0,69.0,80.0,74.0,65.0,47.0,85.0,69.0,66.0,68.0,81.0,69.0,83.0,57.0,76.0,75.0,83.0,83.0,14.0,16.0,11.0,15.0,10.0,1
193,78.0,80.0,78.0,77.0,82.0,83.0,67.0,58.0,82.0,88.0,91.0,84.0,80.0,77.0,83.0,78.0,78.0,72.0,76.0,60.0,31.0,83.0,74.0,77.0,77.0,44.0,41.0,40.0,7.0,13.0,10.0,11.0,5.0,3
194,76.0,45.0,83.0,77.0,80.0,83.0,76.0,84.0,82.0,82.0,73.0,77.0,81.0,77.0,75.0,67.0,86.0,59.0,78.0,68.0,70.0,84.0,85.0,76.0,85.0,66.0,66.0,52.0,15.0,14.0,9.0,9.0,15.0,2
195,63.0,34.0,84.0,68.0,86.0,78.0,75.0,79.0,84.0,84.0,71.0,91.0,84.0,80.0,69.0,67.0,88.0,47.0,73.0,64.0,75.0,73.0,82.0,64.0,83.0,65.0,64.0,59.0,13.0,11.0,7.0,6.0,16.0,2
196,15.0,14.0,36.0,12.0,19.0,12.0,13.0,41.0,24.0,53.0,49.0,59.0,79.0,49.0,28.0,80.0,39.0,63.0,20.0,40.0,15.0,11.0,42.0,22.0,64.0,17.0,14.0,15.0,85.0,79.0,79.0,78.0,82.0,0
197,11.0,16.0,30.0,11.0,19.0,12.0,11.0,25.0,17.0,47.0,51.0,45.0,81.0,43.0,21.0,73.0,39.0,69.0,13.0,32.0,21.0,10.0,41.0,22.0,52.0,15.0,18.0,14.0,82.0,82.0,70.0,82.0,85.0,0
198,50.0,69.0,80.0,32.0,75.0,33.0,61.0,72.0,79.0,76.0,72.0,80.0,81.0,80.0,80.0,87.0,89.0,70.0,66.0,84.0,87.0,67.0,67.0,54.0,80.0,84.0,89.0,84.0,8.0,6.0,8.0,12.0,13.0,2
199,74.0,53.0,80.0,81.0,84.0,83.0,64.0,71.0,86.0,84.0,78.0,87.0,79.0,85.0,85.0,69.0,83.0,62.0,73.0,69.0,64.0,82.0,84.0,72.0,76.0,41.0,53.0,55.0,5.0,11.0,14.0,5.0,7.0,2
200,68.0,83.0,84.0,70.0,79.0,85.0,86.0,73.0,83.0,69.0,76.0,64.0,84.0,58.0,84.0,71.0,90.0,76.0,77.0,75.0,79.0,79.0,69.0,64.0,76.0,79.0,82.0,79.0,9.0,7.0,13.0,9.0,12.0,1
201,10.0,13.0,24.0,13.0,11.0,24.0,57.0,26.0,19.0,51.0,54.0,42.0,78.0,37.0,24.0,75.0,32.0,80.0,14.0,31.0,20.0,15.0,52.0,23.0,65.0,14.0,14.0,13.0,82.0,80.0,79.0,82.0,84.0,0
